Sex,PhDSchool,FirstPosition,FirstType,CurrentPosition,CurrentPositionType,Dissertation,PrimaryAreaOfStudy,YearGraduated,SoughtAcademicEmployment?,Other Job ,Other Academic Location,Other Academic Field
Unknown,"University of Illinois, Chicago",Cornell University,Lecturer,Bowling Green State University,Lecturer,On Testing for the Stage Collapse in Quantum Mechanics,Philosophy of Science,1998,,,,
Unknown,Princeton University,New York University,Lecturer,Bowling Green State University,Tenure Track/Permanent,phenomenal concepts and the mind-body problem,Philosophy of Mind,2012,,,,
Male,University of Connecticut,Southern Connecticut State University,Tenure Track/Permanent,Bowling Green State University,Tenure Track/Permanent,Folk Psychology and Analogy,Philosophy of Mind,2010,,,,
Unknown,Princeton University,University of Pennsylvania,Post Doc/Researcher,Bowling Green State University,Tenure Track/Permanent,fitting consequentialism,Ethics,2012,,,,
Male,"University of Michigan, Ann Arbor",Yale University,Tenure Track/Permanent,Bowling Green State University,Tenure Track/Permanent,Satisficing: The Rationality of Preferring What is Good Enough,Epistemology,1998,,,,
Male,University of Toronto,Bradley University,Tenured,Bradley University,Tenured,Intentionality and its Vicissitudes:  A Study of the Solipsistic and the Relational Aspects of the Freudian Psychoanalytic Cure,Continental Philosophy,2006,Yes,,,
Male,"University of California, Berkeley",Brandeis University,Tenure Track/Permanent,Brandeis University,Tenure Track/Permanent,Skepticism Between Absurdity and Idleness,Epistemology,2007,,,,
Female,University of Pennsylvania,Brandeis University,Tenure Track/Permanent,Brandeis University,Tenure Track/Permanent,Unknown,Unknown,2008,,,,
Female,New York University,"Florence Levy Kay Fellowship in Ethics, Brandeis (2 years)",Lecturer,Brandeis University,Lecturer,Unknown,Ethics,2008,,,,
Male,University of Western Ontario,Brandon University,Tenure Track/Permanent,Brandon University,Tenured,"“Relativity, Inversion and Color in Analytic Philosophy”",Metaphysics,2005,,,,
Male,"University Of Nebraska, Lincoln",Pacific Lutheran University,Lecturer,BrenaUniversity University,Tenure Track/Permanent,Unknown,Epistemology,1990,,,,
Male,"Indiana University, Bloomington",Brescia University,Tenure Track/Permanent,Brescia University,Tenure Track/Permanent,Truthmaker Theory and Its Application.,Philosophy of Language,2012,,,,
Female,"University of Wisconsin, Madison",Bridgewater State College,Tenure Track/Permanent,Bridgewater State College,Tenure Track/Permanent,Leibniz on Constant Creation and Divine Concurrence,History of Philosophy,2004,,,,
Unknown,"University of Texas, Austin",Bridgewater State College,Tenure Track/Permanent,Bridgewater State College,Tenure Track/Permanent,Unknown,Metaphysics,2010,,,,
Male,Brown University,Unknown,Unknown,Bridgewater State College,Lecturer,Epistemic Desert and the Value of Knowledge,Epistemology,2008,yes,,,
Unknown,Boston University,Bridgewater State University,Tenure Track/Permanent,Bridgewater State University,Tenure Track/Permanent,“Biology without Species: A Solution to the Species Problem”,Philosophy of Science,2010,,,,
Male,Boston University,Bridgewater State University,Tenure Track/Permanent,Bridgewater State University,Tenure Track/Permanent,“Defending the ‘Enterprise’: A Theory of Truth for Thomas Kuhn”,Philosophy of Science,2008,,,,
Unknown,Stanford University,Brigham Young University,Tenure Track/Permanent,Brigham Young University,Tenure Track/Permanent, Minimal Truth,Philosophy of Language,2008,,,,
Female,University of Arizona,Brigham Young University,Tenure Track/Permanent,Brigham Young University,Tenure Track/Permanent,A Foundationalist Defense of the Given,Epistemology,2004,,,,
Male,"University of California, Los Angeles",Brigham Young University,Tenure Track/Permanent,Brigham Young University,Tenure Track/Permanent,Externalism About Desires,Ethics,2005,,,,
Male,Boston University,Brigham Young University,Lecturer,Brigham Young University,Lecturer,Unknown,Unknown,2012,,,,
Unknown,"University of Texas, Austin",Brigham Young University,Tenure Track/Permanent,Brigham Young University,Tenure Track/Permanent,Unknown,Unknown,1995,,,,
Unknown,"University of Texas, Austin",Brigham Young University,Tenure Track/Permanent,Brigham Young University,Tenure Track/Permanent,Unknown,Unknown,1998,,,,
Male,Boston University,Brooklyn College,Tenure Track/Permanent,Brooklyn College,Tenure Track/Permanent,"“Liberty, Action and the State in Spinoza”",Social and Political Philosophy,2007,,,,
Unknown,"University of Maryland, College Park",Brooklyn College,Tenure Track/Permanent,Brooklyn College,Tenured,Art as Communication: A Philosophical Inquiry,Aesthetics,1999,,,,
Male,Ohio State University,Hunter College,Lecturer,Brooklyn College,Tenure Track/Permanent,Unknown,History of Philosophy,2006,Yes,,,
Unknown,"University of Illinois, Chicago","University of Illinois, Chicago",Lecturer,Brooklyn College,Tenure Track/Permanent,On Lengths of Lines and Reals,Philosophy of Logic,2000,,,,
Male,University of Arizona,Brown University,Post Doc/Researcher,Brown University,Post Doc/Researcher,Liberal Politics and Public Faith: A Philosophical Reconciliation,Social and Political Philosophy,2011,,,,
Male,"Indiana University, Bloomington",Brown University,Lecturer,Brown University,Lecturer,The Ambiguity of Reason: Mendelssohn's Writings on Spinoza,History of Philosophy,2003,,,,
Unknown,Massachusetts Institute of Technology,Brown University,Tenure Track/Permanent,Brown University,Tenure Track/Permanent,Unknown,Metaphysics,2012,,,,
Male,New York University,Brown University,Tenure Track/Permanent,Brown University,Tenure Track/Permanent,Unknown,Epistemology,2006,,,,
Unknown,University of Pennsylvania,Suffolk University,Tenure Track/Permanent,Brown University,Post Doc/Researcher,Unknown,Unknown,2011,,,,
Male,"Rutgers University, New Brunswick",Texas Tech University,Lecturer,Brown University,Tenure Track/Permanent,Unknown,Metaphysics,2000,Yes,,,
Unknown,Stanford University,"University of Michigan, Ann Arbor",Lecturer,Brown University,Tenured,In Defense of Deep Virtue Ethics ,Ethics,1998,,,,
Female,University of Pennsylvania,University of Pennsylvania,Lecturer,Bryn Athyn College,Tenure Track/Permanent,Unknown,Unknown,2011,,,,
Female,University of Toronto,Bryn Mawr College,Tenure Track/Permanent,Bryn Mawr College,Tenure Track/Permanent,Attention and Conscious Perception,Mind,2013,Yes,,,
Male,University of Pennsylvania,Bryn Mawr College,Lecturer,Bryn Mawr College,Lecturer,Unknown,Unknown,2004,,,,
Female,"University of Wisconsin, Madison",Bucknell University,Tenure Track/Permanent,Bucknell University,Tenure Track/Permanent,On the Performative Interpretation of Nature: A New Model of Nature Appreciation,Philosophy of Science,2002,,,,
Female,"University of Illinois, Chicago",Bucknell University,Lecturer,Bucknell University,Lecturer,Unknown,Unknown,2010,,,,
Male,Northwestern University,Centre College,Lecturer,Bucknell University,Tenure Track/Permanent,Perceptual Acquaintance,Metaphysics,2006,Yes,,,
Male,Columbia University,University of Idaho,Tenure Track/Permanent,Bucknell University,Tenure Track/Permanent,The Nature of Kinds,Philosophy of Science,2006,,,,
Unknown,"Rutgers University, New Brunswick","University of Art & Design, Budapest, Hungary",Tenure Track/Permanent,Budapest University Of Technology & Economics,Tenured,Unknown,Philosophy of Mind,2005,Yes,,,
Male,University of Miami,California Baptist University,Tenure Track/Permanent,California Baptist University,Tenure Track/Permanent,"Epistemological Relativism: Macintyre, Putnam and Rorty.",Epistemology,2002,,,,
Unknown,Rice University,California Baptist University,Lecturer,California Baptist University,Lecturer,Unknown,Unknown,2011,,,,
Unknown,Princeton University,California Institute of Technology,Tenure Track/Permanent,California Institute of Technology,Tenured,the conditional construal of conditional probabilty,Philosophy of Mathematics,1993,,,,
Male,University of Chicago,College of William and Mary,Tenure Track/Permanent,California Institute of Technology,Tenure Track/Permanent,Descartes’ philosophy of biology (Garber),History of Philosophy,2006,,,,
Unknown,University of Pittsburgh,Rice University,Tenure Track/Permanent,California Institute of Technology,Tenured,"""Probablistic causation in scientific explanation"" (W. Salmon)",Metaphysics,1995,,,,
Male,Carnegie Mellon University,"University of California, Berkeley",Post Doc/Researcher,California Institute of Technology,Tenured,,Philosophy of Science,2007,,,,
Male,University of Western Ontario,California Polytechnic State University,Tenure Track/Permanent,"California Polytechnic University, San Luis Obispo ",Tenured,“Levels of Theory and Types of Theoretical Explanation in Theoretical Physics”,Philosophy of Science,1999,,,,
Male,Syracuse University,"California Polytechnic University, San Luis Obispo ",Lecturer,"California Polytechnic University, San Luis Obispo ",Lecturer,"""An Essay on the Ontology of Reasons""",Epistemology,2012,,,,
Male,"University of California, Irvine","California Polytechnic University, San Luis Obispo ",Tenure Track/Permanent,"California Polytechnic University, San Luis Obispo ",Tenure Track/Permanent,"""The Strict Interpretation of Locke's Theory of Ideas""",History of Philosophy,2006,,,,
Female,"University of California, Davis","California Polytechnic University, San Luis Obispo ",Lecturer,"California Polytechnic University, San Luis Obispo ",Lecturer,Unknown,Unknown,1999,,,,
Unknown,University of Rochester,Unknown,Unknown,"California Polytechnic University, San Luis Obispo ",Tenured,Unknown,Epistemology,2003,Yes,,,
Male,University of Alberta,"California State University, Bakersfield",Lecturer,"California State University, Bakersfield",Tenure Track/Permanent,Unknown,Unknown,2001,,,,
Female,Purdue University,"California State University, Bakersfield",Lecturer,"California State University, Bakersfield",Tenure Track/Permanent,Violated Subjects: A Feminist Phenomenology and Critical Theory of Rape,Ethics,2002,,,,
Male,University of Virginia,"California State University, San Bernardino",Tenure Track/Permanent,"California State University, Bernardino",Tenured,Unknown,Unknown,1998,,,,
Unknown,Columbia University,"California State Universit, Chico",Tenure Track/Permanent,"California State University, Chico",Tenure Track/Permanent,A Model-Based Approach,Philosophy of Logic,2005,,,,
Unknown,University of Iowa,"California State University, Chico",Tenure Track/Permanent,"California State University, Chico",Tenure Track/Permanent,Making Sense of Nonsense: Trivial Remarks on the Nature of Language,Philosophy of Language,1996,,,,
Male,"University of Michigan, Ann Arbor","California State University, Chico",Tenure Track/Permanent,"California State University, Chico",Tenured,Naturalizing the Normative,Ethics,1991,,,,
Unknown,"University of California, Berkeley","California State University, Chico",Tenure Track/Permanent,"California State University, Chico",Tenure Track/Permanent,Rational Resistance to Skepticism,Epistemology,2001,,,,
Unknown,Princeton University,Georgetown University,Lecturer,"California State University, Chico",Tenured,friendship and agent relative morality,Ethics,1999,,,,
Female,"University of California, San Diego","California State University, East Bay",Lecturer,"California State University, East Bay",Lecturer,Hans Blumenberg: An Anthropological Key,Philosophy of Logic,2003,,,,
Unknown,"Indiana University, Bloomington","California State University, Fresno",Lecturer,"California State University, Fresno",Lecturer,Toward a Phenomenological Ethic of Community,Ethics,1995,,,,
Male,"Indiana University, Bloomington","California State University, Fresno",Lecturer,"California State University, Fresno",Lecturer,Unknown,Unknown,1995,,,,
Unknown,"University of Minnesota, Minneapolis-St. Paul","California State University, Fresno",Tenure Track/Permanent,"California State University, Fresno ",Tenure Track/Permanent,Unknown,Unknown,2008,,,,
Male,"University of California, Davis","California State University, Fresno ",Lecturer,"California State University, Fresno ",Lecturer,Unknown,Unknown,1994,,,,
Male,"University of California, Irvine","California State University, Fullerton",Lecturer,"California State University, Fullerton",Lecturer,"“Shame, Humiliation, and Punishment in the Liberal Society""",Social and Political Philosophy,2013,,,,
Male,University of Southern California,"California State University, Fullerton",Lecturer,"California State University, Fullerton",Lecturer,Unknown,Unknown,2010,,,,
Male,"University of California, Irvine","University of California, Irvine",Lecturer,"California State University, Fullerton",Lecturer,"""Disagreement""",Epistemology,2011,,,,
Unknown,University of Rochester,Unknown,Unknown,"California State University, Fullerton",Lecturer,Unknown,Epistemology,1993,Yes,,,
Female,"University of Maryland, College Park","California State University, Long Beach",Lecturer,"California State University, Long Beach",Lecturer,Identification and Autonomy,Social and Political Philosophy,2004,,,,
Male,University of Arizona,"California State University, Long Beach",Tenure Track/Permanent,"California State University, Long Beach",Tenure Track/Permanent,Indispensable Ontological Commitments,Philosophy of Logic,2006,,,,
Female,"University of California, San Diego","California State University, Long Beach",Tenure Track/Permanent,"California State University, Long Beach",Tenure Track/Permanent,Scribbledehobble: A Dissertation on Linguistic Agency,Metaphysics,2006,,,,
Unknown,"University of Texas, Austin","California State University, Long Beach",Tenure Track/Permanent,"California State University, Long Beach",Tenure Track/Permanent,Unknown,Unknown,2002,,,,
Unknown,"University of Texas, Austin","California State University, Long Beach",Tenure Track/Permanent,"California State University, Long Beach",Tenure Track/Permanent,Unknown,Unknown,2003,,,,
Female,University of Southern California,"California State University, Long Beach ",Lecturer,"California State University, Long Beach",Lecturer,Unknown,Social and Political Philosophy,2008,,,,
